x;result;tay_iterations;tay_time;cfiterations;cf_time
6005.1917;8.7003796;93757;0.000818;392;6e-06
6008.6578;8.7009567;93811;0.00083;392;5e-06
6012.1249;8.7015335;93865;0.000837;392;6e-06
6015.593;8.7021102;93919;0.000832;392;6e-06
6019.0621;8.7026867;93973;0.000838;392;6e-06
6022.5322;8.7032631;94027;0.000838;393;6e-06
6026.0033;8.7038393;94081;0.00082;393;6e-06
6029.4754;8.7044153;94136;0.00084;393;6e-06
6032.9485;8.7049911;94190;0.00084;393;6e-06
6036.4226;8.7055668;94244;0.000854;393;6e-06
6039.8977;8.7061423;94299;0.000823;393;5e-06
6043.3738;8.7067177;94353;0.000857;393;6e-06
6046.8509;8.7072929;94407;0.000823;393;6e-06
6050.329;8.7078679;94461;0.00085;393;6e-06
6053.8081;8.7084428;94516;0.000842;394;6e-06
6057.2882;8.7090175;94570;0.000842;394;6e-06
6060.7693;8.709592;94624;0.000827;394;6e-06
6064.2514;8.7101664;94679;0.000845;394;6e-06
6067.7345;8.7107406;94733;0.000827;394;6e-06
6071.2186;8.7113146;94788;0.000845;394;6e-06
6074.7037;8.7118885;94842;0.000827;394;6e-06
6078.1898;8.7124622;94896;0.000846;394;6e-06
6081.6769;8.7130357;94951;0.000829;394;6e-06
6085.165;8.7136091;95005;0.000847;395;6e-06
6088.6541;8.7141823;95060;0.00083;395;6e-06
6092.1442;8.7147554;95114;0.000848;395;6e-06
6095.6353;8.7153283;95169;0.000831;395;6e-06
6099.1274;8.715901;95223;0.000849;395;6e-06
6102.6205;8.7164735;95278;0.000831;395;5e-06
6106.1146;8.7170459;95332;0.00085;395;7e-06
6109.6097;8.7176182;95387;0.000833;395;6e-06
6113.1058;8.7181902;95442;0.000851;395;5e-06
6116.6029;8.7187621;95496;0.000833;396;6e-06
6120.101;8.7193339;95551;0.000852;396;7e-06
6123.6001;8.7199054;95606;0.000834;396;6e-06
6127.1002;8.7204769;95660;0.000853;396;6e-06
6130.6013;8.7210481;95715;0.000835;396;6e-06
6134.1034;8.7216192;95769;0.000852;396;6e-06
6137.6065;8.7221901;95824;0.000836;396;6e-06
6141.1106;8.7227609;95879;0.000856;396;5e-06
6144.6157;8.7233315;95934;0.000837;396;6e-06
6148.1218;8.7239019;95988;0.000856;397;6e-06
6151.6289;8.7244722;96043;0.000863;397;6e-06
6155.137;8.7250423;96098;0.000839;397;6e-06
6158.6461;8.7256122;96153;0.000878;397;5e-06
6162.1562;8.726182;96208;0.000857;397;6e-06
6165.6673;8.7267516;96262;0.000859;397;5e-06
6169.1794;8.7273211;96317;0.000841;397;5e-06
6172.6925;8.7278904;96372;0.00087;397;6e-06
6176.2066;8.7284595;96427;0.00086;398;6e-06
6179.7217;8.7290285;96482;0.000868;398;6e-06
6183.2378;8.7295973;96536;0.000843;398;6e-06
6186.7549;8.730166;96591;0.000873;398;5e-06
6190.273;8.7307345;96646;0.000862;398;6e-06
6193.7921;8.7313028;96701;0.000861;398;6e-06
6197.3122;8.731871;96756;0.000844;398;6e-06
6200.8333;8.732439;96811;0.000869;398;6e-06
6204.3554;8.7330068;96866;0.000864;398;6e-06
6207.8785;8.7335745;96921;0.000859;399;6e-06
6211.4026;8.734142;96976;0.000846;399;6e-06
6214.9277;8.7347094;97032;0.000862;399;6e-06
6218.4538;8.7352766;97086;0.000847;399;6e-06
6221.9809;8.7358436;97142;0.000866;399;6e-06
6225.509;8.7364105;97197;0.000867;399;6e-06
6229.0381;8.7369772;97252;0.000863;399;6e-06
6232.5682;8.7375437;97307;0.000868;399;6e-06
6236.0993;8.7381101;97362;0.000867;399;6e-06
6239.6314;8.7386764;97417;0.000868;400;6e-06
6243.1645;8.7392425;97472;0.000866;400;6e-06
6246.6986;8.7398084;97527;0.000868;400;6e-06
6250.2337;8.7403741;97582;0.000867;400;5e-06
6253.7698;8.7409397;97638;0.00087;400;6e-06
6257.3069;8.7415052;97693;0.000868;400;6e-06
6260.845;8.7420704;97748;0.000853;400;6e-06
6264.3841;8.7426355;97804;0.000867;400;5e-06
6267.9242;8.7432005;97858;0.000872;400;6e-06
6271.4653;8.7437653;97914;0.000868;401;5e-06
6275.0074;8.7443299;97970;0.000873;401;5e-06
6278.5505;8.7448944;98025;0.000864;401;6e-06
6282.0946;8.7454587;98080;0.000856;401;6e-06
6285.6397;8.7460229;98135;0.000877;401;6e-06
6289.1858;8.7465869;98191;0.000874;401;6e-06
6292.7329;8.7471507;98246;0.000878;401;6e-06
6296.281;8.7477144;98301;0.000858;401;6e-06
6299.8301;8.7482779;98357;0.000895;401;6e-06
6303.3802;8.7488413;98412;0.000877;402;6e-06
6306.9313;8.7494045;98468;0.00087;402;6e-06
6310.4834;8.7499676;98523;0.000877;402;7e-06
6314.0365;8.7505304;98579;0.000861;402;6e-06
6317.5906;8.7510932;98634;0.00088;402;6e-06
6321.1457;8.7516557;98690;0.000861;402;6e-06
6324.7018;8.7522182;98745;0.000881;402;6e-06
6328.2589;8.7527804;98801;0.000861;402;6e-06
6331.817;8.7533425;98856;0.000881;402;6e-06
6335.3761;8.7539044;98912;0.000863;403;5e-06
6338.9362;8.7544662;98968;0.000882;403;6e-06
6342.4973;8.7550279;99023;0.000864;403;6e-06
6346.0594;8.7555893;99079;0.000864;403;6e-06
6349.6225;8.7561506;99134;0.000865;403;6e-06
6353.1866;8.7567118;99190;0.000885;403;6e-06
6356.7517;8.7572728;99246;0.000866;403;6e-06
6360.3178;8.7578336;99302;0.000886;403;7e-06
6363.8849;8.7583943;99357;0.000867;404;6e-06
6367.453;8.7589548;99413;0.000887;404;6e-06
6371.0221;8.7595152;99469;0.000868;404;6e-06
6374.5922;8.7600754;99524;0.000887;404;7e-06
6378.1633;8.7606354;99580;0.000871;404;6e-06
6381.7354;8.7611953;99636;0.000888;404;6e-06
6385.3085;8.7617551;99692;0.00087;404;6e-06
6388.8826;8.7623147;99748;0.00089;404;6e-06
6392.4577;8.7628741;99803;0.00087;404;6e-06
6396.0338;8.7634333;99859;0.000891;405;6e-06
6399.6109;8.7639925;99915;0.000872;405;6e-06
6403.189;8.7645514;99971;0.000891;405;6e-06
6406.7681;8.7651102;100027;0.000873;405;6e-06
6410.3482;8.7656689;100083;0.000899;405;6e-06
6413.9293;8.7662273;100139;0.000873;405;6e-06
6417.5114;8.7667857;100194;0.000882;405;6e-06
6421.0945;8.7673439;100250;0.00088;405;6e-06
6424.6786;8.7679019;100306;0.0009;405;6e-06
6428.2637;8.7684597;100362;0.000894;406;6e-06
6431.8498;8.7690174;100419;0.000894;406;6e-06
6435.4369;8.769575;100474;0.000877;406;6e-06
6439.025;8.7701324;100530;0.000892;406;6e-06
6442.6141;8.7706896;100586;0.000897;406;6e-06
6446.2042;8.7712467;100643;0.000895;406;6e-06
6449.7953;8.7718037;100698;0.000898;406;6e-06
6453.3874;8.7723604;100755;0.000906;406;6e-06
6456.9805;8.7729171;100811;0.000899;406;7e-06
6460.5746;8.7734735;100867;0.00088;407;6e-06
6464.1697;8.7740298;100923;0.0009;407;7e-06
6467.7658;8.774586;100979;0.000881;407;6e-06
6471.3629;8.775142;101035;0.000881;407;7e-06
6474.961;8.7756979;101091;0.000901;407;6e-06
6478.5601;8.7762535;101147;0.000901;407;6e-06
6482.1602;8.7768091;101204;0.000884;407;6e-06
6485.7613;8.7773645;101260;0.000904;407;7e-06
6489.3634;8.7779197;101316;0.000885;407;6e-06
6492.9665;8.7784748;101373;0.000904;408;6e-06
6496.5706;8.7790297;101429;0.000886;408;6e-06
6500.1757;8.7795845;101485;0.000906;408;6e-06
6503.7818;8.7801391;101541;0.000887;408;6e-06
6507.3889;8.7806936;101598;0.000922;408;6e-06
6510.997;8.7812479;101654;0.000886;408;6e-06
6514.6061;8.781802;101710;0.000915;408;6e-06
6518.2162;8.782356;101767;0.000907;408;6e-06
6521.8273;8.7829099;101823;0.000907;408;6e-06
6525.4394;8.7834636;101880;0.000909;409;6e-06
6529.0525;8.7840171;101936;0.000904;409;6e-06
6532.6666;8.7845705;101993;0.000889;409;6e-06
6536.2817;8.7851237;102049;0.000931;409;6e-06
6539.8978;8.7856768;102105;0.000909;409;7e-06
6543.5149;8.7862297;102162;0.000892;409;6e-06
6547.133;8.7867825;102218;0.000892;409;7e-06
6550.7521;8.7873351;102275;0.000892;409;6e-06
6554.3722;8.7878876;102332;0.000912;410;6e-06
6557.9933;8.7884399;102388;0.000893;410;6e-06
6561.6154;8.7889921;102444;0.000912;410;7e-06
6565.2385;8.7895441;102501;0.000895;410;6e-06
6568.8626;8.790096;102557;0.000914;410;6e-06
6572.4877;8.7906477;102614;0.000895;410;6e-06
6576.1138;8.7911992;102671;0.000915;410;6e-06
6579.7409;8.7917506;102728;0.000896;410;7e-06
6583.369;8.7923019;102784;0.000922;410;6e-06
6586.9981;8.792853;102841;0.000917;411;6e-06
6590.6282;8.7934039;102897;0.000919;411;6e-06
6594.2593;8.7939547;102954;0.000898;411;6e-06
6597.8914;8.7945054;103011;0.000913;411;6e-06
6601.5245;8.7950559;103068;0.000899;411;6e-06
6605.1586;8.7956062;103124;0.000909;411;6e-06
6608.7937;8.7961564;103181;0.000901;411;7e-06
6612.4298;8.7967064;103238;0.000902;411;6e-06
6616.0669;8.7972563;103295;0.000922;411;6e-06
6619.705;8.7978061;103351;0.000902;412;6e-06
6623.3441;8.7983557;103408;0.000923;412;6e-06
6626.9842;8.7989051;103465;0.000903;412;6e-06
6630.6253;8.7994544;103522;0.000923;412;7e-06
6634.2674;8.8000035;103579;0.000904;412;6e-06
6637.9105;8.8005525;103636;0.000924;412;6e-06
6641.5546;8.8011013;103693;0.000906;412;6e-06
6645.1997;8.80165;103750;0.000933;412;6e-06
6648.8458;8.8021985;103806;0.000926;412;6e-06
6652.4929;8.8027469;103863;0.000936;413;6e-06
6656.141;8.8032952;103920;0.000906;413;6e-06
6659.7901;8.8038432;103977;0.00092;413;6e-06
6663.4402;8.8043912;104034;0.000928;413;6e-06
6667.0913;8.8049389;104091;0.000908;413;6e-06
6670.7434;8.8054866;104148;0.000928;413;7e-06
6674.3965;8.8060341;104205;0.00091;413;6e-06
6678.0506;8.8065814;104262;0.00093;413;7e-06
6681.7057;8.8071286;104320;0.00091;413;7e-06
6685.3618;8.8076756;104377;0.000931;414;6e-06
6689.0189;8.8082225;104434;0.000911;414;6e-06
6692.677;8.8087692;104491;0.000941;414;7e-06
6696.3361;8.8093158;104548;0.000913;414;6e-06
6699.9962;8.8098622;104605;0.000933;414;6e-06
6703.6573;8.8104085;104663;0.000934;414;6e-06
6707.3194;8.8109546;104719;0.000928;414;6e-06
6710.9825;8.8115006;104777;0.000934;414;6e-06
6714.6466;8.8120465;104834;0.000945;414;6e-06
6718.3117;8.8125922;104891;0.000915;415;6e-06
6721.9778;8.8131377;104948;0.000915;415;6e-06
6725.6449;8.8136831;105006;0.000936;415;6e-06
6729.313;8.8142283;105063;0.000916;415;7e-06
6732.9821;8.8147734;105120;0.000937;415;7e-06
6736.6522;8.8153184;105178;0.000918;415;6e-06
6740.3233;8.8158632;105235;0.000938;415;6e-06
6743.9954;8.8164078;105292;0.000918;415;6e-06
6747.6685;8.8169523;105349;0.000941;416;7e-06
6751.3426;8.8174967;105407;0.00094;416;6e-06
6755.0177;8.8180409;105464;0.000933;416;6e-06
6758.6938;8.8185849;105522;0.00092;416;6e-06
6762.3709;8.8191288;105579;0.000921;416;7e-06
6766.049;8.8196726;105636;0.000942;416;6e-06
6769.7281;8.8202162;105694;0.000922;416;6e-06
6773.4082;8.8207597;105751;0.000943;416;6e-06
6777.0893;8.821303;105809;0.000923;416;6e-06
6780.7714;8.8218461;105866;0.000944;417;6e-06
6784.4545;8.8223892;105924;0.000924;417;6e-06
6788.1386;8.822932;105981;0.000952;417;6e-06
6791.8237;8.8234748;106039;0.000946;417;6e-06
6795.5098;8.8240173;106096;0.000945;417;7e-06
6799.1969;8.8245598;106154;0.000942;417;6e-06
6802.885;8.8251021;106211;0.000937;417;7e-06
6806.5741;8.8256442;106269;0.000947;417;6e-06
6810.2642;8.8261862;106327;0.000927;417;7e-06
6813.9553;8.826728;106384;0.000949;418;6e-06
6817.6474;8.8272697;106442;0.000947;418;6e-06
6821.3405;8.8278113;106500;0.000949;418;6e-06
6825.0346;8.8283527;106557;0.00093;418;6e-06
6828.7297;8.8288939;106615;0.000955;418;6e-06
6832.4258;8.829435;106673;0.00095;418;6e-06
6836.1229;8.829976;106730;0.000949;418;6e-06
6839.821;8.8305168;106788;0.000931;418;6e-06
6843.5201;8.8310575;106846;0.000941;418;6e-06
6847.2202;8.831598;106904;0.000933;419;7e-06
6850.9213;8.8321384;106962;0.000933;419;7e-06
6854.6234;8.8326786;107019;0.000954;419;6e-06
6858.3265;8.8332187;107077;0.000934;419;6e-06
6862.0306;8.8337587;107135;0.000955;419;7e-06
6865.7357;8.8342985;107193;0.000956;419;7e-06
6869.4418;8.8348381;107251;0.000958;419;6e-06
6873.1489;8.8353776;107309;0.000937;419;6e-06
6876.857;8.835917;107366;0.000967;419;7e-06
6880.5661;8.8364562;107424;0.000938;420;7e-06
6884.2762;8.8369953;107482;0.000939;420;6e-06
6887.9873;8.8375342;107540;0.00096;420;7e-06
6891.6994;8.838073;107599;0.000939;420;6e-06
6895.4125;8.8386116;107656;0.00094;420;7e-06
6899.1266;8.8391501;107714;0.000959;420;6e-06
6902.8417;8.8396884;107772;0.000986;420;6e-06
6906.5578;8.8402266;107830;0.000941;420;6e-06
6910.2749;8.8407647;107888;0.000963;420;6e-06
6913.993;8.8413026;107946;0.000961;421;6e-06
6917.7121;8.8418404;108005;0.000943;421;6e-06
6921.4322;8.842378;108063;0.000962;421;6e-06
6925.1533;8.8429155;108120;0.000943;421;6e-06
6928.8754;8.8434528;108179;0.000965;421;6e-06
6932.5985;8.84399;108237;0.000944;421;6e-06
6936.3226;8.844527;108295;0.000975;421;7e-06
6940.0477;8.8450639;108353;0.000965;421;7e-06
6943.7738;8.8456007;108411;0.000977;421;6e-06
6947.5009;8.8461373;108470;0.000966;422;6e-06
6951.229;8.8466737;108528;0.000948;422;6e-06
6954.9581;8.8472101;108586;0.000969;422;7e-06
6958.6882;8.8477462;108644;0.000949;422;6e-06
6962.4193;8.8482823;108702;0.000969;422;7e-06
6966.1514;8.8488182;108761;0.000949;422;7e-06
6969.8845;8.8493539;108819;0.001;422;6e-06
6973.6186;8.8498895;108878;0.000971;422;6e-06
6977.3537;8.850425;108935;0.00097;423;7e-06
6981.0898;8.8509603;108994;0.00095;423;7e-06
6984.8269;8.8514955;109053;0.000951;423;7e-06
6988.565;8.8520305;109111;0.000973;423;7e-06
6992.3041;8.8525654;109169;0.000952;423;6e-06
6996.0442;8.8531001;109228;0.000985;423;6e-06
6999.7853;8.8536347;109286;0.000953;423;7e-06
7003.5274;8.8541692;109344;0.000974;423;6e-06
7007.2705;8.8547035;109403;0.000976;423;7e-06
7011.0146;8.8552377;109461;0.000955;424;6e-06
7014.7597;8.8557717;109520;0.000976;424;7e-06
7018.5058;8.8563056;109578;0.000956;424;6e-06
7022.2529;8.8568394;109637;0.000977;424;7e-06
7026.001;8.857373;109695;0.000958;424;6e-06
7029.7501;8.8579064;109754;0.000991;424;6e-06
7033.5002;8.8584397;109813;0.000979;424;6e-06
7037.2513;8.8589729;109871;0.000989;424;6e-06
7041.0034;8.859506;109929;0.000958;424;6e-06
7044.7565;8.8600389;109988;0.000959;425;7e-06
7048.5106;8.8605716;110047;0.000979;425;6e-06
7052.2657;8.8611042;110105;0.00096;425;7e-06
7056.0218;8.8616367;110164;0.000971;425;6e-06
7059.7789;8.862169;110222;0.000983;425;6e-06
7063.537;8.8627012;110281;0.000991;425;6e-06
7067.2961;8.8632332;110340;0.000984;425;6e-06
7071.0562;8.8637651;110398;0.000963;425;7e-06
7074.8173;8.8642969;110457;0.000985;425;7e-06
7078.5794;8.8648285;110516;0.000964;426;7e-06
7082.3425;8.86536;110575;0.000965;426;6e-06
7086.1066;8.8658913;110633;0.000965;426;6e-06
7089.8717;8.8664225;110692;0.000986;426;6e-06
7093.6378;8.8669536;110752;0.000987;426;7e-06
7097.4049;8.8674845;110810;0.000977;426;6e-06
7101.173;8.8680153;110869;0.000975;426;7e-06
7104.9421;8.8685459;110928;0.000987;426;6e-06
7108.7122;8.8690764;110987;0.000989;426;6e-06
7112.4833;8.8696067;111046;0.000968;427;7e-06
7116.2554;8.8701369;111105;0.000995;427;7e-06
7120.0285;8.870667;111164;0.00097;427;6e-06
7123.8026;8.8711969;111223;0.000986;427;6e-06
7127.5777;8.8717267;111281;0.000991;427;6e-06
7131.3538;8.8722564;111340;0.000971;427;6e-06
7135.1309;8.8727859;111399;0.000972;427;7e-06
7138.909;8.8733152;111458;0.000973;427;6e-06
7142.6881;8.8738445;111517;0.000982;427;6e-06
7146.4682;8.8743735;111576;0.000973;428;6e-06
7150.2493;8.8749025;111635;0.000987;428;6e-06
7154.0314;8.8754313;111694;0.000996;428;6e-06
7157.8145;8.87596;111754;0.000975;428;6e-06
7161.5986;8.8764885;111812;0.000996;428;6e-06
7165.3837;8.8770169;111871;0.000975;428;6e-06
7169.1698;8.8775451;111931;0.000989;428;6e-06
7172.9569;8.8780732;111990;0.000976;428;6e-06
7176.745;8.8786012;112049;0.000991;429;6e-06
7180.5341;8.879129;112108;0.000977;429;7e-06
7184.3242;8.8796567;112168;0.000979;429;6e-06
7188.1153;8.8801843;112226;0.001;429;6e-06
7191.9074;8.8807117;112286;0.000979;429;7e-06
7195.7005;8.881239;112345;0.001011;429;7e-06
7199.4946;8.8817661;112404;0.001002;429;6e-06
7203.2897;8.8822931;112464;0.000991;429;6e-06
7207.0858;8.8828199;112523;0.001003;429;7e-06
7210.8829;8.8833467;112582;0.000983;430;6e-06
7214.681;8.8838732;112641;0.000982;430;6e-06
7218.4801;8.8843997;112700;0.000983;430;6e-06
7222.2802;8.884926;112760;0.001011;430;7e-06
7226.0813;8.8854522;112819;0.001006;430;7e-06
7229.8834;8.8859782;112879;0.000985;430;6e-06
7233.6865;8.8865041;112938;0.001006;430;7e-06
7237.4906;8.8870298;112997;0.000986;430;7e-06
7241.2957;8.8875554;113057;0.001019;430;6e-06
7245.1018;8.8880809;113117;0.001009;431;6e-06
7248.9089;8.8886062;113176;0.001015;431;6e-06
7252.717;8.8891314;113235;0.001009;431;6e-06
7256.5261;8.8896565;113295;0.000988;431;7e-06
7260.3362;8.8901814;113354;0.001011;431;6e-06
7264.1473;8.8907062;113414;0.00099;431;6e-06
7267.9594;8.8912308;113473;0.001017;431;7e-06
7271.7725;8.8917553;113533;0.001012;431;1.9e-05
7275.5866;8.8922797;113592;0.00101;431;6e-06
7279.4017;8.8928039;113651;0.000992;432;6e-06
7283.2178;8.893328;113711;0.000993;432;6e-06
7287.0349;8.893852;113771;0.00103;432;6e-06
7290.853;8.8943758;113831;0.001015;432;7e-06
7294.6721;8.8948995;113890;0.001032;432;6e-06
7298.4922;8.895423;113949;0.000994;432;7e-06
7302.3133;8.8959465;114009;0.001017;432;6e-06
7306.1354;8.8964697;114069;0.001017;432;6e-06
7309.9585;8.8969929;114129;0.001016;432;6e-06
7313.7826;8.8975159;114189;0.001031;433;6e-06
7317.6077;8.8980387;114248;0.000997;433;6e-06
7321.4338;8.8985615;114308;0.000998;433;6e-06
7325.2609;8.899084;114368;0.001019;433;7e-06
7329.089;8.8996065;114428;0.001019;433;7e-06
7332.9181;8.9001288;114488;0.001034;433;6e-06
7336.7482;8.900651;114547;0.001;433;8e-06
7340.5793;8.901173;114607;0.00102;433;6e-06
7344.4114;8.9016949;114667;0.001021;433;7e-06
7348.2445;8.9022167;114727;0.001002;434;7e-06
7352.0786;8.9027383;114787;0.001047;434;6e-06
7355.9137;8.9032598;114846;0.001003;434;6e-06
7359.7498;8.9037812;114907;0.001028;434;6e-06
7363.5869;8.9043024;114966;0.001025;434;7e-06
7367.425;8.9048235;115026;0.001005;434;6e-06
7371.2641;8.9053445;115086;0.001047;434;7e-06
7375.1042;8.9058653;115146;0.001026;434;6e-06
7378.9453;8.906386;115206;0.001022;435;7e-06
7382.7874;8.9069065;115266;0.001027;435;6e-06
7386.6305;8.9074269;115326;0.001006;435;6e-06
7390.4746;8.9079472;115386;0.001028;435;6e-06
7394.3197;8.9084674;115446;0.001008;435;6e-06
7398.1658;8.9089874;115506;0.001029;435;7e-06
7402.0129;8.9095072;115566;0.001029;435;7e-06
7405.861;8.910027;115626;0.001009;435;7e-06
7409.7101;8.9105466;115686;0.001032;435;7e-06
7413.5602;8.9110661;115746;0.001009;436;6e-06
7417.4113;8.9115854;115807;0.001032;436;6e-06
7421.2634;8.9121046;115867;0.001033;436;7e-06
7425.1165;8.9126236;115927;0.001012;436;6e-06
7428.9706;8.9131426;115987;0.001033;436;7e-06
7432.8257;8.9136614;116048;0.001013;436;7e-06
7436.6818;8.91418;116107;0.001035;436;6e-06
7440.5389;8.9146985;116168;0.001035;436;6e-06
7444.397;8.9152169;116228;0.001014;436;7e-06
7448.2561;8.9157352;116288;0.001037;437;7e-06
7452.1162;8.9162533;116349;0.001015;437;6e-06
7455.9773;8.9167713;116409;0.00104;437;6e-06
7459.8394;8.9172892;116469;0.001041;437;7e-06
7463.7025;8.9178069;116529;0.001018;437;7e-06
7467.5666;8.9183245;116590;0.001039;437;7e-06
7471.4317;8.9188419;116650;0.001038;437;6e-06
7475.2978;8.9193592;116711;0.001045;437;6e-06
7479.1649;8.9198764;116771;0.001041;437;7e-06
7483.033;8.9203935;116831;0.001019;438;7e-06
7486.9021;8.9209104;116892;0.001042;438;7e-06
7490.7722;8.9214272;116952;0.001021;438;7e-06
7494.6433;8.9219438;117013;0.001048;438;7e-06
7498.5154;8.9224603;117073;0.001043;438;7e-06
7502.3885;8.9229767;117134;0.001022;438;6e-06
7506.2626;8.923493;117194;0.001045;438;7e-06
7510.1377;8.9240091;117255;0.001023;438;6e-06
7514.0138;8.9245251;117315;0.001048;438;7e-06
7517.8909;8.9250409;117375;0.001046;439;6e-06
7521.769;8.9255566;117436;0.001024;439;7e-06
7525.6481;8.9260722;117497;0.001048;439;7e-06
7529.5282;8.9265877;117557;0.001026;439;7e-06
7533.4093;8.927103;117618;0.001053;439;6e-06
7537.2914;8.9276182;117678;0.001026;439;6e-06
7541.1745;8.9281332;117739;0.001027;439;6e-06
7545.0586;8.9286481;117800;0.00105;439;7e-06
7548.9437;8.9291629;117861;0.001028;439;7e-06
7552.8298;8.9296776;117921;0.001052;440;6e-06
7556.7169;8.9301921;117982;0.001052;440;7e-06
7560.605;8.9307065;118042;0.00103;440;7e-06
7564.4941;8.9312207;118103;0.001053;440;7e-06
7568.3842;8.9317349;118163;0.001031;440;6e-06
7572.2753;8.9322489;118225;0.001039;440;6e-06
7576.1674;8.9327627;118285;0.001054;440;6e-06
7580.0605;8.9332765;118346;0.001033;440;6e-06
7583.9546;8.93379;118407;0.001055;440;7e-06
7587.8497;8.9343035;118468;0.001033;441;7e-06
7591.7458;8.9348168;118528;0.001052;441;7e-06
7595.6429;8.93533;118589;0.001034;441;7e-06
7599.541;8.9358431;118650;0.001035;441;7e-06
7603.4401;8.9363561;118711;0.001058;441;7e-06
7607.3402;8.9368689;118772;0.001036;441;6e-06
7611.2413;8.9373815;118833;0.001065;441;7e-06
7615.1434;8.9378941;118894;0.00106;441;6e-06
7619.0465;8.9384065;118955;0.001037;442;6e-06
7622.9506;8.9389188;119015;0.001069;442;6e-06
7626.8557;8.9394309;119077;0.001061;442;7e-06
7630.7618;8.939943;119138;0.001083;442;7e-06
7634.6689;8.9404548;119199;0.001062;442;7e-06
7638.577;8.9409666;119260;0.001041;442;6e-06
7642.4861;8.9414782;119321;0.001074;442;7e-06
7646.3962;8.9419897;119382;0.001041;442;7e-06
7650.3073;8.9425011;119443;0.001042;442;6e-06
7654.2194;8.9430123;119504;0.001065;443;7e-06
7658.1325;8.9435234;119565;0.001043;443;6e-06
7662.0466;8.9440344;119626;0.001062;443;6e-06
7665.9617;8.9445452;119687;0.001044;443;7e-06
7669.8778;8.945056;119749;0.001045;443;7e-06
7673.7949;8.9455665;119810;0.001068;443;7e-06
7677.713;8.946077;119871;0.001046;443;6e-06
7681.6321;8.9465873;119932;0.00106;443;6e-06
7685.5522;8.9470975;119993;0.001047;443;6e-06
7689.4733;8.9476076;120054;0.001047;444;7e-06
7693.3954;8.9481175;120116;0.001074;444;6e-06
7697.3185;8.9486273;120177;0.001071;444;7e-06
7701.2426;8.949137;120238;0.001048;444;7e-06
7705.1677;8.9496465;120300;0.001072;444;7e-06
7709.0938;8.9501559;120361;0.001051;444;7e-06
7713.0209;8.9506652;120422;0.001076;444;6e-06
7716.949;8.9511743;120483;0.001074;444;7e-06
7720.8781;8.9516834;120545;0.001052;444;6e-06
7724.8082;8.9521923;120606;0.001075;445;7e-06
7728.7393;8.952701;120668;0.001053;445;6e-06
7732.6714;8.9532097;120729;0.001063;445;7e-06
7736.6045;8.9537182;120790;0.001076;445;6e-06
7740.5386;8.9542265;120852;0.001054;445;7e-06
7744.4737;8.9547348;120913;0.001079;445;7e-06
7748.4098;8.9552429;120974;0.001078;445;7e-06
7752.3469;8.9557509;121036;0.001056;445;6e-06
7756.285;8.9562588;121097;0.001079;445;7e-06
7760.2241;8.9567665;121159;0.001057;446;6e-06
7764.1642;8.9572741;121221;0.001073;446;7e-06
7768.1053;8.9577816;121283;0.001058;446;7e-06
7772.0474;8.9582889;121344;0.001081;446;7e-06
7775.9905;8.9587961;121405;0.001088;446;6e-06
7779.9346;8.9593032;121467;0.00106;446;6e-06
7783.8797;8.9598102;121529;0.00106;446;6e-06
7787.8258;8.960317;121590;0.001084;446;7e-06
7791.7729;8.9608237;121652;0.001062;446;7e-06
7795.721;8.9613303;121713;0.001095;447;7e-06
7799.6701;8.9618367;121775;0.001084;447;8e-06
7803.6202;8.962343;121837;0.001064;447;6e-06
7807.5713;8.9628492;121899;0.001111;447;7e-06
7811.5234;8.9633553;121960;0.001064;447;7e-06
7815.4765;8.9638612;122022;0.001066;447;7e-06
7819.4306;8.964367;122084;0.001087;447;7e-06
7823.3857;8.9648727;122145;0.001088;447;7e-06
7827.3418;8.9653782;122207;0.001082;448;7e-06
7831.2989;8.9658837;122269;0.001089;448;8e-06
7835.257;8.9663889;122331;0.001088;448;7e-06
7839.2161;8.9668941;122392;0.001096;448;7e-06
7843.1762;8.9673991;122454;0.00109;448;6e-06
7847.1373;8.9679041;122517;0.001069;448;6e-06
7851.0994;8.9684088;122578;0.001093;448;7e-06
7855.0625;8.9689135;122640;0.00107;448;7e-06
7859.0266;8.969418;122701;0.001078;448;7e-06
7862.9917;8.9699224;122764;0.001094;449;6e-06
7866.9578;8.9704267;122826;0.001071;449;7e-06
7870.9249;8.9709308;122888;0.001095;449;6e-06
7874.893;8.9714349;122950;0.001072;449;7e-06
7878.8621;8.9719388;123012;0.001073;449;6e-06
7882.8322;8.9724425;123073;0.001107;449;7e-06
7886.8033;8.9729462;123135;0.001097;449;7e-06
7890.7754;8.9734497;123198;0.001085;449;7e-06
7894.7485;8.9739531;123260;0.001075;449;7e-06
7898.7226;8.9744563;123322;0.001076;450;7e-06
7902.6977;8.9749595;123384;0.001095;450;6e-06
7906.6738;8.9754625;123446;0.001099;450;7e-06
7910.6509;8.9759653;123508;0.001077;450;6e-06
7914.629;8.9764681;123570;0.001105;450;7e-06
7918.6081;8.9769707;123632;0.001102;450;8e-06
7922.5882;8.9774732;123694;0.001079;450;7e-06
7926.5693;8.9779756;123757;0.001079;450;7e-06
7930.5514;8.9784778;123818;0.00108;450;6e-06
7934.5345;8.97898;123881;0.001091;451;7e-06
7938.5186;8.979482;123943;0.001081;451;7e-06
7942.5037;8.9799838;124005;0.001082;451;6e-06
